TargetQuarter,OriginRule,ForecastOrigin,InformationSetComplete,GDPGrowth_L1,Inflation_L1,Unemployment_L1,InterestRate_L1,TargetGDPGrowthFirstRelease,TargetFirstReleaseDate,TargetVintageStart,PriorGDPVintageStart
2003-01-01,strict-quarter-start,2002-12-31,0,NaN,NaN,NaN,NaN,1.58538966703662,2003-04-25,2003-04-25,2003-03-27
2003-04-01,primary-early-quarter,2003-05-15,1,1.58538966703662,3.803978924811,5.76666666666667,1.25,2.34237442664492,2003-07-31,2003-07-31,2003-06-26
2003-04-01,strict-quarter-start,2003-03-31,0,NaN,NaN,NaN,NaN,2.34237442664492,2003-07-31,2003-07-31,2003-06-26
2003-07-01,primary-early-quarter,2003-08-14,1,2.34237442664492,0.582029931720331,6.16666666666667,1.24666666666667,6.91028479747231,2003-10-30,2003-10-30,2003-09-26
2003-07-01,strict-quarter-start,2003-06-30,0,NaN,NaN,NaN,NaN,6.91028479747231,2003-10-30,2003-10-30,2003-09-26
2003-10-01,primary-early-quarter,2003-11-14,1,6.91028479747231,2.31968754494052,6.13333333333333,1.01666666666667,3.94499219514217,2004-01-30,2004-01-30,2003-12-23
2003-10-01,strict-quarter-start,2003-09-30,0,NaN,NaN,NaN,NaN,3.94499219514217,2004-01-30,2004-01-30,2003-12-23
2004-01-01,primary-early-quarter,2004-02-14,1,3.94499219514217,0.86642633154083,5.86666666666667,0.996666666666667,4.07348877006237,2004-04-29,2004-04-29,2004-03-25
2004-01-01,strict-quarter-start,2003-12-31,0,NaN,NaN,NaN,NaN,4.07348877006237,2004-04-29,2004-04-29,2004-03-25
2004-04-01,primary-early-quarter,2004-05-15,1,4.07348877006237,3.51982158073954,5.63333333333333,1.00333333333333,2.99878008098801,2004-07-30,2004-07-30,2004-07-30
2004-04-01,strict-quarter-start,2004-03-31,0,NaN,NaN,NaN,NaN,2.99878008098801,2004-07-30,2004-07-30,2004-07-30
2004-07-01,primary-early-quarter,2004-08-14,1,2.99878008098801,4.62186281596986,5.6,1.01,3.6440918269153,2004-10-29,2004-10-29,2004-09-29
2004-07-01,strict-quarter-start,2004-06-30,0,NaN,NaN,NaN,NaN,3.6440918269153,2004-10-29,2004-10-29,2004-09-29
2004-10-01,primary-early-quarter,2004-11-14,1,3.6440918269153,1.83389494219155,5.43333333333333,1.43333333333333,3.09879126197134,2005-01-28,2005-01-28,2004-12-22
2004-10-01,strict-quarter-start,2004-09-30,0,NaN,NaN,NaN,NaN,3.09879126197134,2005-01-28,2005-01-28,2004-12-22
2005-01-01,primary-early-quarter,2005-02-14,1,3.09879126197134,3.36371989242844,5.43333333333333,1.95,3.04090262827058,2005-04-28,2005-04-28,2005-03-30
2005-01-01,strict-quarter-start,2004-12-31,0,NaN,NaN,NaN,NaN,3.04090262827058,2005-04-28,2005-04-28,2005-03-30
2005-04-01,primary-early-quarter,2005-05-15,1,3.04090262827058,2.36604726056882,5.26666666666667,2.47,3.35699733747073,2005-07-29,2005-07-29,2005-07-29
2005-04-01,strict-quarter-start,2005-03-31,0,NaN,NaN,NaN,NaN,3.35699733747073,2005-07-29,2005-07-29,2005-07-29
2005-07-01,primary-early-quarter,2005-08-14,1,3.35699733747073,4.07286286934503,5.1,2.94333333333333,3.73391574327496,2005-10-28,2005-10-28,2005-09-29
2005-07-01,strict-quarter-start,2005-06-30,0,NaN,NaN,NaN,NaN,3.73391574327496,2005-10-28,2005-10-28,2005-09-29
2005-10-01,primary-early-quarter,2005-11-14,1,3.73391574327496,4.98257444959294,5,3.46,1.11250840575213,2006-01-27,2006-01-27,2005-12-21
2005-10-01,strict-quarter-start,2005-09-30,0,NaN,NaN,NaN,NaN,1.11250840575213,2006-01-27,2006-01-27,2005-12-21
2006-01-01,primary-early-quarter,2006-02-14,1,1.11250840575213,3.17542415883638,4.93333333333333,3.98,4.7053751430846,2006-04-28,2006-04-28,2006-03-30
2006-01-01,strict-quarter-start,2005-12-31,0,NaN,NaN,NaN,NaN,4.7053751430846,2006-04-28,2006-04-28,2006-03-30
2006-04-01,primary-early-quarter,2006-05-15,1,4.7053751430846,2.21384212914476,4.73333333333333,4.45666666666667,2.42801945420454,2006-07-28,2006-07-28,2006-07-28
2006-04-01,strict-quarter-start,2006-03-31,0,NaN,NaN,NaN,NaN,2.42801945420454,2006-07-28,2006-07-28,2006-07-28
2006-07-01,primary-early-quarter,2006-08-14,1,2.42801945420454,4.85418641093676,4.63333333333333,4.90666666666667,1.57048534419643,2006-10-27,2006-10-27,2006-09-28
2006-07-01,strict-quarter-start,2006-06-30,0,NaN,NaN,NaN,NaN,1.57048534419643,2006-10-27,2006-10-27,2006-09-28
2006-10-01,primary-early-quarter,2006-11-14,1,1.57048534419643,2.89760898329417,4.7,5.24666666666667,3.41440657326758,2007-01-31,2007-01-31,2006-12-21
2006-10-01,strict-quarter-start,2006-09-30,0,NaN,NaN,NaN,NaN,3.41440657326758,2007-01-31,2007-01-31,2006-12-21
2007-01-01,primary-early-quarter,2007-02-14,1,3.41440657326758,-2.23721589949339,4.46666666666667,5.24666666666667,1.25227206490812,2007-04-27,2007-04-27,2007-03-29
2007-01-01,strict-quarter-start,2006-12-31,0,NaN,NaN,NaN,NaN,1.25227206490812,2007-04-27,2007-04-27,2007-03-29
2007-04-01,primary-early-quarter,2007-05-15,1,1.25227206490812,3.74498614378189,4.5,5.25666666666667,3.32629913584146,2007-07-27,2007-07-27,2007-07-27
2007-04-01,strict-quarter-start,2007-03-31,0,NaN,NaN,NaN,NaN,3.32629913584146,2007-07-27,2007-07-27,2007-07-27
2007-07-01,primary-early-quarter,2007-08-14,1,3.32629913584146,5.81504109582249,4.5,5.25,3.82192723984127,2007-10-31,2007-10-31,2007-09-27
2007-07-01,strict-quarter-start,2007-06-30,0,NaN,NaN,NaN,NaN,3.82192723984127,2007-10-31,2007-10-31,2007-09-27
2007-10-01,primary-early-quarter,2007-11-14,1,3.82192723984127,1.85540651391848,4.63333333333333,5.07333333333333,0.634205212498017,2008-01-30,2008-01-30,2007-12-20
2007-10-01,strict-quarter-start,2007-09-30,0,NaN,NaN,NaN,NaN,0.634205212498017,2008-01-30,2008-01-30,2007-12-20
2008-01-01,primary-early-quarter,2008-02-14,1,0.634205212498017,4.1891342055912,4.83333333333333,4.49666666666667,0.595666126306451,2008-04-30,2008-04-30,2008-03-27
2008-01-01,strict-quarter-start,2007-12-31,0,NaN,NaN,NaN,NaN,0.595666126306451,2008-04-30,2008-04-30,2008-03-27
2008-04-01,primary-early-quarter,2008-05-15,1,0.595666126306451,4.23482345757737,4.93333333333333,3.17666666666667,1.87093965007394,2008-07-31,2008-07-31,2008-07-31
2008-04-01,strict-quarter-start,2008-03-31,0,NaN,NaN,NaN,NaN,1.87093965007394,2008-07-31,2008-07-31,2008-07-31
2008-07-01,primary-early-quarter,2008-08-14,1,1.87093965007394,4.91340112139385,5.33333333333333,2.08666666666667,-0.25248002748921,2008-10-30,2008-10-30,2008-09-26
2008-07-01,strict-quarter-start,2008-06-30,0,NaN,NaN,NaN,NaN,-0.25248002748921,2008-10-30,2008-10-30,2008-09-26
2008-10-01,primary-early-quarter,2008-11-14,1,-0.25248002748921,6.5049870001851,5.96666666666667,1.94,-3.87789480182843,2009-01-30,2009-01-30,2008-12-23
2008-10-01,strict-quarter-start,2008-09-30,0,NaN,NaN,NaN,NaN,-3.87789480182843,2009-01-30,2009-01-30,2008-12-23
2009-01-01,primary-early-quarter,2009-02-14,1,-3.87789480182843,-9.62289134604133,6.86666666666667,0.506666666666667,-6.34050803663007,2009-04-29,2009-04-29,2009-03-26
2009-01-01,strict-quarter-start,2008-12-31,0,NaN,NaN,NaN,NaN,-6.34050803663007,2009-04-29,2009-04-29,2009-03-26
2009-04-01,primary-early-quarter,2009-05-15,1,-6.34050803663007,-2.39696127792881,8.06666666666667,0.183333333333333,-1.02255089036014,2009-07-31,2009-07-31,2009-07-31
2009-04-01,strict-quarter-start,2009-03-31,0,NaN,NaN,NaN,NaN,-1.02255089036014,2009-07-31,2009-07-31,2009-07-31
2009-07-01,primary-early-quarter,2009-08-14,1,-1.02255089036014,1.32154332469542,9.26666666666667,0.18,3.47284695811419,2009-10-29,2009-10-29,2009-09-30
2009-07-01,strict-quarter-start,2009-06-30,0,NaN,NaN,NaN,NaN,3.47284695811419,2009-10-29,2009-10-29,2009-09-30
2009-10-01,primary-early-quarter,2009-11-14,1,3.47284695811419,3.53554546719899,9.63333333333333,0.156666666666667,5.57265596135224,2010-01-29,2010-01-29,2009-12-22
2009-10-01,strict-quarter-start,2009-09-30,0,NaN,NaN,NaN,NaN,5.57265596135224,2010-01-29,2010-01-29,2009-12-22
2010-01-01,primary-early-quarter,2010-02-14,1,5.57265596135224,3.38541759781671,10.0333333333333,0.12,3.18738857158743,2010-04-30,2010-04-30,2010-03-26
2010-01-01,strict-quarter-start,2009-12-31,0,NaN,NaN,NaN,NaN,3.18738857158743,2010-04-30,2010-04-30,2010-03-26
2010-04-01,primary-early-quarter,2010-05-15,1,3.18738857158743,1.51425702977487,9.7,0.133333333333333,2.35854572300583,2010-07-30,2010-07-30,2010-07-30
2010-04-01,strict-quarter-start,2010-03-31,0,NaN,NaN,NaN,NaN,2.35854572300583,2010-07-30,2010-07-30,2010-07-30
2010-07-01,primary-early-quarter,2010-08-14,1,2.35854572300583,-0.720506020559625,9.7,0.193333333333333,1.98975296518482,2010-10-29,2010-10-29,2010-09-30
2010-07-01,strict-quarter-start,2010-06-30,0,NaN,NaN,NaN,NaN,1.98975296518482,2010-10-29,2010-10-29,2010-09-30
2010-10-01,primary-early-quarter,2010-11-14,1,1.98975296518482,1.46234304439288,9.56666666666667,0.186666666666667,3.12366793652618,2011-01-28,2011-01-28,2010-12-22
2010-10-01,strict-quarter-start,2010-09-30,0,NaN,NaN,NaN,NaN,3.12366793652618,2011-01-28,2011-01-28,2010-12-22
2011-01-01,primary-early-quarter,2011-02-14,1,3.12366793652618,2.53460931761143,9.63333333333333,0.186666666666667,1.73307006881103,2011-04-28,2011-04-28,2011-03-25
2011-01-01,strict-quarter-start,2010-12-31,0,NaN,NaN,NaN,NaN,1.73307006881103,2011-04-28,2011-04-28,2011-03-25
2011-04-01,primary-early-quarter,2011-05-15,1,1.73307006881103,5.08662788937059,8.9,0.156666666666667,1.27405949663173,2011-07-29,2011-07-29,2011-07-29
2011-04-01,strict-quarter-start,2011-03-31,0,NaN,NaN,NaN,NaN,1.27405949663173,2011-07-29,2011-07-29,2011-07-29
2011-07-01,primary-early-quarter,2011-08-14,1,1.27405949663173,4.01029051385891,9.1,0.0933333333333333,2.43384689053499,2011-10-27,2011-10-27,2011-09-29
2011-07-01,strict-quarter-start,2011-06-30,0,NaN,NaN,NaN,NaN,2.43384689053499,2011-10-27,2011-10-27,2011-09-29
2011-10-01,primary-early-quarter,2011-11-14,1,2.43384689053499,3.02148547764381,9.1,0.0833333333333333,2.71511844591952,2012-01-27,2012-01-27,2011-12-22
2011-10-01,strict-quarter-start,2011-09-30,0,NaN,NaN,NaN,NaN,2.71511844591952,2012-01-27,2012-01-27,2011-12-22
2012-01-01,primary-early-quarter,2012-02-14,1,2.71511844591952,0.931357025265077,8.7,0.0733333333333333,2.18035992901074,2012-04-27,2012-04-27,2012-03-29
2012-01-01,strict-quarter-start,2011-12-31,0,NaN,NaN,NaN,NaN,2.18035992901074,2012-04-27,2012-04-27,2012-03-29
2012-04-01,primary-early-quarter,2012-05-15,1,2.18035992901074,2.45116212159923,8.26666666666667,0.103333333333333,1.5252527311708,2012-07-27,2012-07-27,2012-07-27
2012-04-01,strict-quarter-start,2012-03-31,0,NaN,NaN,NaN,NaN,1.5252527311708,2012-07-27,2012-07-27,2012-07-27
2012-07-01,primary-early-quarter,2012-08-14,1,1.5252527311708,0.750205490886645,8.16666666666667,0.153333333333333,1.9937680935632,2012-10-26,2012-10-26,2012-09-27
2012-07-01,strict-quarter-start,2012-06-30,0,NaN,NaN,NaN,NaN,1.9937680935632,2012-10-26,2012-10-26,2012-09-27
2012-10-01,primary-early-quarter,2012-11-14,1,1.9937680935632,2.276403630114,8.06666666666667,0.143333333333333,-0.143589219163817,2013-01-30,2013-01-30,2012-12-20
2012-10-01,strict-quarter-start,2012-09-30,0,NaN,NaN,NaN,NaN,-0.143589219163817,2013-01-30,2013-01-30,2012-12-20
2013-01-01,primary-early-quarter,2013-02-14,1,-0.143589219163817,2.03238312543179,7.83333333333333,0.16,2.47160239974635,2013-04-26,2013-04-26,2013-03-28
2013-01-01,strict-quarter-start,2012-12-31,0,NaN,NaN,NaN,NaN,2.47160239974635,2013-04-26,2013-04-26,2013-03-28
2013-04-01,primary-early-quarter,2013-05-15,1,2.47160239974635,1.42547047249089,7.73333333333333,0.143333333333333,1.65980656057585,2013-07-31,2013-07-31,2013-07-31
2013-04-01,strict-quarter-start,2013-03-31,0,NaN,NaN,NaN,NaN,1.65980656057585,2013-07-31,2013-07-31,2013-07-31
2013-07-01,primary-early-quarter,2013-08-14,1,1.65980656057585,-0.0275749550579762,7.56666666666667,0.116666666666667,2.80651171342272,2013-11-07,2013-11-07,2013-09-26
2013-07-01,strict-quarter-start,2013-06-30,0,NaN,NaN,NaN,NaN,2.80651171342272,2013-11-07,2013-11-07,2013-09-26
2013-10-01,primary-early-quarter,2013-11-14,1,2.80651171342272,2.59461731140793,7.3,0.0833333333333333,3.17688567241696,2014-01-30,2014-01-30,2013-12-20
2013-10-01,strict-quarter-start,2013-09-30,0,NaN,NaN,NaN,NaN,3.17688567241696,2014-01-30,2014-01-30,2013-12-20
2014-01-01,primary-early-quarter,2014-02-14,1,3.17688567241696,0.847286406999696,6.96666666666667,0.0866666666666667,0.107874527526866,2014-04-30,2014-04-30,2014-03-27
2014-01-01,strict-quarter-start,2013-12-31,0,NaN,NaN,NaN,NaN,0.107874527526866,2014-04-30,2014-04-30,2014-03-27
2014-04-01,primary-early-quarter,2014-05-15,1,0.107874527526866,1.89355046398259,6.66666666666667,0.0733333333333333,3.87212538020411,2014-07-30,2014-07-30,2014-07-30
2014-04-01,strict-quarter-start,2014-03-31,0,NaN,NaN,NaN,NaN,3.87212538020411,2014-07-30,2014-07-30,2014-07-30
2014-07-01,primary-early-quarter,2014-08-14,1,3.87212538020411,2.98595655812085,6.23333333333333,0.0933333333333333,3.48747584002653,2014-10-30,2014-10-30,2014-09-26
2014-07-01,strict-quarter-start,2014-06-30,0,NaN,NaN,NaN,NaN,3.48747584002653,2014-10-30,2014-10-30,2014-09-26
2014-10-01,primary-early-quarter,2014-11-14,1,3.48747584002653,1.08988831473591,6.06666666666667,0.09,2.60785985184232,2015-01-30,2015-01-30,2014-12-23
2014-10-01,strict-quarter-start,2014-09-30,0,NaN,NaN,NaN,NaN,2.60785985184232,2015-01-30,2015-01-30,2014-12-23
2015-01-01,primary-early-quarter,2015-02-14,1,2.60785985184232,-1.2063560516749,5.7,0.1,0.247856570147686,2015-04-29,2015-04-29,2015-03-27
2015-01-01,strict-quarter-start,2014-12-31,0,NaN,NaN,NaN,NaN,0.247856570147686,2015-04-29,2015-04-29,2015-03-27
2015-04-01,primary-early-quarter,2015-05-15,1,0.247856570147686,-3.10637423092804,5.56666666666667,0.11,2.29539241260374,2015-07-30,2015-07-30,2015-07-30
2015-04-01,strict-quarter-start,2015-03-31,0,NaN,NaN,NaN,NaN,2.29539241260374,2015-07-30,2015-07-30,2015-07-30
2015-07-01,primary-early-quarter,2015-08-14,1,2.29539241260374,2.93477321191177,5.4,0.123333333333333,1.48131116071432,2015-10-29,2015-10-29,2015-09-25
2015-07-01,strict-quarter-start,2015-06-30,0,NaN,NaN,NaN,NaN,1.48131116071432,2015-10-29,2015-10-29,2015-09-25
2015-10-01,primary-early-quarter,2015-11-14,1,1.48131116071432,1.57091458196819,5.16666666666667,0.136666666666667,0.689061324578462,2016-01-29,2016-01-29,2015-12-22
2015-10-01,strict-quarter-start,2015-09-30,0,NaN,NaN,NaN,NaN,0.689061324578462,2016-01-29,2016-01-29,2015-12-22
2016-01-01,primary-early-quarter,2016-02-14,1,0.689061324578462,0.226394588264333,5,0.16,0.536354146854691,2016-04-28,2016-04-28,2016-03-25
2016-01-01,strict-quarter-start,2015-12-31,0,NaN,NaN,NaN,NaN,0.536354146854691,2016-04-28,2016-04-28,2016-03-25
2016-04-01,primary-early-quarter,2016-05-15,1,0.536354146854691,-0.312599366341695,4.93333333333333,0.36,1.21087339939213,2016-07-29,2016-07-29,2016-07-29
2016-04-01,strict-quarter-start,2016-03-31,0,NaN,NaN,NaN,NaN,1.21087339939213,2016-07-29,2016-07-29,2016-07-29
2016-07-01,primary-early-quarter,2016-08-14,1,1.21087339939213,2.51013246558351,4.86666666666667,0.373333333333333,2.86014221371129,2016-10-28,2016-10-28,2016-09-29
2016-07-01,strict-quarter-start,2016-06-30,0,NaN,NaN,NaN,NaN,2.86014221371129,2016-10-28,2016-10-28,2016-09-29
2016-10-01,primary-early-quarter,2016-11-14,1,2.86014221371129,1.61910799239478,4.93333333333333,0.396666666666667,1.85615182260083,2017-01-27,2017-01-27,2016-12-22
2016-10-01,strict-quarter-start,2016-09-30,0,NaN,NaN,NaN,NaN,1.85615182260083,2017-01-27,2017-01-27,2016-12-22
2017-01-01,primary-early-quarter,2017-02-14,1,1.85615182260083,2.99502713826128,4.7,0.45,0.691710640437483,2017-04-28,2017-04-28,2017-03-30
2017-01-01,strict-quarter-start,2016-12-31,0,NaN,NaN,NaN,NaN,0.691710640437483,2017-04-28,2017-04-28,2017-03-30
2017-04-01,primary-early-quarter,2017-05-15,1,0.691710640437483,3.09895455784834,4.66666666666667,0.7,2.53584188289621,2017-07-28,2017-07-28,2017-07-28
2017-04-01,strict-quarter-start,2017-03-31,0,NaN,NaN,NaN,NaN,2.53584188289621,2017-07-28,2017-07-28,2017-07-28
2017-07-01,primary-early-quarter,2017-08-14,1,2.53584188289621,-0.312534165173052,4.36666666666667,0.95,2.94516097990012,2017-10-27,2017-10-27,2017-10-27
2017-07-01,strict-quarter-start,2017-06-30,0,NaN,NaN,NaN,NaN,2.94516097990012,2017-10-27,2017-10-27,2017-10-27
2017-10-01,primary-early-quarter,2017-11-14,1,2.94516097990012,1.99394515445554,4.3,1.15333333333333,2.52231893181938,2018-01-26,2018-01-26,2017-12-21
2017-10-01,strict-quarter-start,2017-09-30,0,NaN,NaN,NaN,NaN,2.52231893181938,2018-01-26,2018-01-26,2017-12-21
2018-01-01,primary-early-quarter,2018-02-14,1,2.52231893181938,3.25568148230107,4.1,1.20333333333333,2.29195505475066,2018-04-27,2018-04-27,2018-03-28
2018-01-01,strict-quarter-start,2017-12-31,0,NaN,NaN,NaN,NaN,2.29195505475066,2018-04-27,2018-04-27,2018-03-28
2018-04-01,primary-early-quarter,2018-05-15,1,2.29195505475066,3.44754286500495,4.1,1.44666666666667,3.98007549852903,2018-07-27,2018-07-27,2018-07-27
2018-04-01,strict-quarter-start,2018-03-31,0,NaN,NaN,NaN,NaN,3.98007549852903,2018-07-27,2018-07-27,2018-07-27
2018-07-01,primary-early-quarter,2018-08-14,1,3.98007549852903,1.6424301829897,3.9,1.73666666666667,3.4407481291065,2018-10-26,2018-10-26,2018-09-27
2018-07-01,strict-quarter-start,2018-06-30,0,NaN,NaN,NaN,NaN,3.4407481291065,2018-10-26,2018-10-26,2018-09-27
2018-10-01,primary-early-quarter,2018-11-14,1,3.4407481291065,1.97593415157987,3.83333333333333,1.92333333333333,2.55616917111533,2019-02-28,2019-02-28,2018-12-21
2018-10-01,strict-quarter-start,2018-09-30,0,NaN,NaN,NaN,NaN,2.55616917111533,2019-02-28,2019-02-28,2018-12-21
2019-01-01,primary-early-quarter,2019-02-14,0,NaN,1.47500139062379,3.8,2.22,3.12272155778048,2019-04-26,2019-04-26,2019-03-28
2019-01-01,strict-quarter-start,2018-12-31,0,NaN,NaN,NaN,NaN,3.12272155778048,2019-04-26,2019-04-26,2019-03-28
2019-04-01,primary-early-quarter,2019-05-15,1,3.12272155778048,0.873133264313809,3.86666666666667,2.40333333333333,2.03502308359271,2019-07-26,2019-07-26,2019-07-26
2019-04-01,strict-quarter-start,2019-03-31,0,NaN,NaN,NaN,NaN,2.03502308359271,2019-07-26,2019-07-26,2019-07-26
2019-07-01,primary-early-quarter,2019-08-14,1,2.03502308359271,2.87620097047721,3.63333333333333,2.39666666666667,1.90236985337457,2019-10-30,2019-10-30,2019-09-26
2019-07-01,strict-quarter-start,2019-06-30,0,NaN,NaN,NaN,NaN,1.90236985337457,2019-10-30,2019-10-30,2019-09-26
2019-10-01,primary-early-quarter,2019-11-14,1,1.90236985337457,1.77339254405534,3.63333333333333,2.19,2.05848630080034,2020-01-30,2020-01-30,2019-12-20
2019-10-01,strict-quarter-start,2019-09-30,0,NaN,NaN,NaN,NaN,2.05848630080034,2020-01-30,2020-01-30,2019-12-20
2020-01-01,primary-early-quarter,2020-02-14,1,2.05848630080034,2.34585309604302,3.53333333333333,1.64333333333333,-4.90126911821464,2020-04-29,2020-04-29,2020-03-26
2020-01-01,strict-quarter-start,2019-12-31,0,NaN,NaN,NaN,NaN,-4.90126911821464,2020-04-29,2020-04-29,2020-03-26
2020-04-01,primary-early-quarter,2020-05-15,1,-4.90126911821464,1.20104394058619,3.83333333333333,1.26,-39.904779475676,2020-07-30,2020-07-30,2020-07-30
2020-04-01,strict-quarter-start,2020-03-31,0,NaN,NaN,NaN,NaN,-39.904779475676,2020-07-30,2020-07-30,2020-07-30
2020-07-01,primary-early-quarter,2020-08-14,1,-39.904779475676,-3.59371540352798,13.0333333333333,0.06,28.5793996128472,2020-10-29,2020-10-29,2020-09-30
2020-07-01,strict-quarter-start,2020-06-30,0,NaN,NaN,NaN,NaN,28.5793996128472,2020-10-29,2020-10-29,2020-09-30
2020-10-01,primary-early-quarter,2020-11-14,1,28.5793996128472,5.02960751927025,8.83333333333333,0.0933333333333333,3.93410362440041,2021-01-28,2021-01-28,2020-12-22
2020-10-01,strict-quarter-start,2020-09-30,0,NaN,NaN,NaN,NaN,3.93410362440041,2021-01-28,2021-01-28,2020-12-22
2021-01-01,primary-early-quarter,2021-02-14,1,3.93410362440041,2.40070461275715,6.76666666666667,0.09,6.19075862671762,2021-04-29,2021-04-29,2021-03-25
2021-01-01,strict-quarter-start,2020-12-31,0,NaN,NaN,NaN,NaN,6.19075862671762,2021-04-29,2021-04-29,2021-03-25
2021-04-01,primary-early-quarter,2021-05-15,1,6.19075862671762,3.6798141964738,6.16666666666667,0.08,6.30038184753898,2021-07-29,2021-07-29,2021-07-29
2021-04-01,strict-quarter-start,2021-03-31,0,NaN,NaN,NaN,NaN,6.30038184753898,2021-07-29,2021-07-29,2021-07-29
2021-07-01,primary-early-quarter,2021-08-14,1,6.30038184753898,8.10726328095449,5.93333333333333,0.07,1.99590948113209,2021-10-28,2021-10-28,2021-09-30
2021-07-01,strict-quarter-start,2021-06-30,0,NaN,NaN,NaN,NaN,1.99590948113209,2021-10-28,2021-10-28,2021-09-30
2021-10-01,primary-early-quarter,2021-11-14,1,1.99590948113209,6.42216702375796,5.13333333333333,0.09,6.66061376100163,2022-01-27,2022-01-27,2021-12-22
2021-10-01,strict-quarter-start,2021-09-30,0,NaN,NaN,NaN,NaN,6.66061376100163,2022-01-27,2022-01-27,2021-12-22
2022-01-01,primary-early-quarter,2022-02-14,1,6.66061376100163,7.61476526198664,4.23333333333333,0.08,-1.42420201347165,2022-04-28,2022-04-28,2022-03-30
2022-01-01,strict-quarter-start,2021-12-31,0,NaN,NaN,NaN,NaN,-1.42420201347165,2022-04-28,2022-04-28,2022-03-30
2022-04-01,primary-early-quarter,2022-05-15,1,-1.42420201347165,8.80192146089401,3.8,0.12,-0.938573773165339,2022-07-28,2022-07-28,2022-06-29
