TargetQuarter,FirstReleaseDate,TargetVintageStart,PriorVintageStart,FirstReleaseTargetGDP,FirstReleasePriorGDP,FirstReleaseGDPGrowth,LatestTargetGDP,LatestPriorGDP,LatestGDPGrowth,TargetLevelRevision,GDPGrowthRevision,V1RevisedGDP,V1RevisedGDPGrowth,FirstReleaseVsV1GDPDifference,FirstReleaseVsV1GDPGrowthDifference
2002-07-01,2002-10-31,2002-10-31,2002-09-27,9465.2,9392.4,3.08842532084142,14519.633,14460.848,1.62274961895129,5054.433,-1.46567570189012,14519.633,1.6227496189515,-5054.433,1.46567570188992
2002-10-01,2003-01-30,2003-01-30,2002-12-20,9503.2,9485.6,0.741489932587696,14537.58,14519.633,0.494114897589481,5034.38,-0.247375034998215,14537.58,0.494114897589526,-5034.38,0.24737503499817
2003-01-01,2003-04-25,2003-04-25,2003-03-27,9556,9518.2,1.58538966703662,14614.141,14537.58,2.10104030634034,5058.141,0.515650639303716,14614.141,2.10104030634,-5058.141,-0.515650639303378
2003-04-01,2003-07-31,2003-07-31,2003-06-26,9608.1,9552,2.34237442664492,14743.567,14614.141,3.52689218114716,5135.467,1.18451775450225,14743.567,3.52689218114719,-5135.467,-1.18451775450227
2003-07-01,2003-10-30,2003-10-30,2003-09-26,9797.2,9629.4,6.91028479747231,14988.782,14743.567,6.59808103437705,5191.582,-0.312203763095262,14988.782,6.5980810343774,-5191.582,0.312203763094912
2003-10-01,2004-01-30,2004-01-30,2003-12-23,10597.1,10493.1,3.94499219514217,15162.76,14988.782,4.61614681896105,4565.66,0.671154623818875,15162.76,4.61614681896094,-4565.66,-0.671154623818766
2004-01-01,2004-04-29,2004-04-29,2004-03-25,10708.6,10600.1,4.07348877006237,15248.68,15162.76,2.26020809556068,4540.08,-1.81328067450169,15248.68,2.26020809556076,-4540.08,1.81328067450161
2004-04-01,2004-07-30,2004-07-30,2004-07-30,10778,10697.5,2.99878008098801,15366.85,15248.68,3.08785996757681,4588.85,0.0890798865888054,15366.85,3.08785996757663,-4588.85,-0.0890798865886229
2004-07-01,2004-10-29,2004-10-29,2004-09-29,10883.4,10784.7,3.6440918269153,15512.619,15366.85,3.77649195406843,4629.219,0.132400127153124,15512.619,3.77649195406846,-4629.219,-0.132400127153157
2004-10-01,2005-01-28,2005-01-28,2004-12-22,10975.7,10891,3.09879126197134,15670.88,15512.619,4.06015652845347,4695.18,0.961365266482132,15670.88,4.06015652845326,-4695.18,-0.96136526648192
2005-01-01,2005-04-28,2005-04-28,2005-03-30,11078.2,10994.3,3.04090262827058,15844.727,15670.88,4.41302021169419,4766.527,1.37211758342361,15844.727,4.41302021169463,-4766.527,-1.37211758342405
2005-04-01,2005-07-29,2005-07-29,2005-07-29,11092,10999.3,3.35699733747073,15922.782,15844.727,1.96566012344988,4830.782,-1.39133721402085,15922.782,1.96566012344945,-4830.782,1.39133721402128
2005-07-01,2005-10-28,2005-10-28,2005-09-29,11193.2,11089.2,3.73391574327496,16047.587,15922.782,3.12303268045255,4854.387,-0.610883062822407,16047.587,3.12303268045255,-4854.387,0.610883062822407
2005-10-01,2006-01-27,2006-01-27,2005-12-21,11233.5,11202.3,1.11250840575213,16136.734,16047.587,2.21591694883067,4903.234,1.10340854307855,16136.734,2.21591694883045,-4903.234,-1.10340854307832
2006-01-01,2006-04-28,2006-04-28,2006-03-30,11381.4,11248.3,4.7053751430846,16353.835,16136.734,5.34565537908518,4972.435,0.64028023600058,16353.835,5.3456553790852,-4972.435,-0.640280236000596
2006-04-01,2006-07-28,2006-07-28,2006-07-28,11385.3,11316.4,2.42801945420454,16396.151,16353.835,1.0336742995593,5010.851,-1.39434515464524,16396.151,1.03367429955981,-5010.851,1.39434515464473
2006-07-01,2006-10-27,2006-10-27,2006-09-28,11432.9,11388.1,1.57048534419643,16420.738,16396.151,0.599374416032005,4987.838,-0.971110928164424,16420.738,0.599374416032106,-4987.838,0.971110928164323
2006-10-01,2007-01-31,2007-01-31,2006-12-21,11541.6,11443.5,3.41440657326758,16561.866,16420.738,3.42311022616692,5020.266,0.00870365289933961,16561.866,3.42311022616641,-5020.266,-0.00870365289883157
2007-01-01,2007-04-27,2007-04-27,2007-03-29,11549.1,11513,1.25227206490812,16611.69,16561.866,1.20153624685225,5062.59,-0.0507358180558719,16611.69,1.20153624685244,-5062.59,0.0507358180556825
2007-04-01,2007-07-27,2007-07-27,2007-07-27,11507.9,11412.6,3.32629913584146,16713.314,16611.69,2.43959316587189,5205.414,-0.886705969969567,16713.314,2.43959316587237,-5205.414,0.886705969969087
2007-07-01,2007-10-31,2007-10-31,2007-09-27,11630.7,11520.1,3.82192723984127,16809.587,16713.314,2.2974924437229,5178.887,-1.52443479611836,16809.587,2.29749244372286,-5178.887,1.52443479611841
2007-10-01,2008-01-30,2008-01-30,2007-12-20,11677.4,11658.9,0.634205212498017,16915.191,16809.587,2.50508620487826,5237.791,1.87088099238025,16915.191,2.50508620487793,-5237.791,-1.87088099237991
2008-01-01,2008-04-30,2008-04-30,2008-03-27,11693.1,11675.7,0.595666126306451,16843.003,16915.191,-1.7107102360127,5149.903,-2.30637636231916,16843.003,-1.71071023601286,-5149.903,2.30637636231931
2008-04-01,2008-07-31,2008-07-31,2008-07-31,11700.6,11646,1.87093965007394,16943.291,16843.003,2.37465037252643,5242.691,0.503710722452493,16943.291,2.37465037252633,-5242.691,-0.503710722452393
2008-07-01,2008-10-30,2008-10-30,2008-09-26,11720,11727.4,-0.25248002748921,16854.295,16943.291,-2.10656952111413,5134.295,-1.85408949362492,16854.295,-2.1065695211135,-5134.295,1.85408949362429
2008-10-01,2009-01-30,2009-01-30,2008-12-23,11599.4,11712.4,-3.87789480182843,16485.35,16854.295,-8.85336509579415,4885.95,-4.97547029396573,16485.35,-8.85336509579417,-4885.95,4.97547029396574
2009-01-01,2009-04-29,2009-04-29,2009-03-26,11340.9,11522.1,-6.34050803663007,16298.262,16485.35,-4.56545254396074,4957.362,1.77505549266933,16298.262,-4.5654525439609,-4957.362,-1.77505549266917
2009-04-01,2009-07-31,2009-07-31,2009-07-31,12892.4,12925.4,-1.02255089036014,16269.145,16298.262,-0.71524288705081,3376.745,0.307308003309329,16269.145,-0.715242887051204,-3376.745,-0.307308003308935
2009-07-01,2009-10-29,2009-10-29,2009-09-30,13014,12901.5,3.47284695811419,16326.281,16269.145,1.40230861885575,3312.281,-2.07053833925845,16326.281,1.40230861885584,-3312.281,2.07053833925835
2009-10-01,2010-01-29,2010-01-29,2009-12-22,13155,12973,5.57265596135224,16502.754,16326.281,4.30045415169793,3347.754,-1.2722018096543,16502.754,4.30045415169786,-3347.754,1.27220180965438
2010-01-01,2010-04-30,2010-04-30,2010-03-26,13254.7,13149.5,3.18738857158743,16582.71,16502.754,1.93332408827107,3328.01,-1.25406448331636,16582.71,1.9333240882716,-3328.01,1.25406448331583
2010-04-01,2010-07-30,2010-07-30,2010-07-30,13216.5,13138.8,2.35854572300583,16743.162,16582.71,3.85173992904359,3526.662,1.49319420603776,16743.162,3.85173992904342,-3526.662,-1.49319420603759
2010-07-01,2010-10-29,2010-10-29,2010-09-30,13260.7,13194.9,1.98975296518482,16872.266,16743.162,3.07250908200107,3611.566,1.08275611681625,16872.266,3.07250908200132,-3611.566,-1.0827561168165
2010-10-01,2011-01-28,2011-01-28,2010-12-22,13382.6,13278.5,3.12366793652618,16960.864,16872.266,2.0949454577808,3578.264,-1.02872247874538,16960.864,2.09494545778028,-3578.264,1.0287224787459
2011-01-01,2011-04-28,2011-04-28,2011-03-25,13438.8,13380.7,1.73307006881103,16920.632,16960.864,-0.949946694420123,3481.832,-2.68301676323115,16920.632,-0.949946694419879,-3481.832,2.68301676323091
2011-04-01,2011-07-29,2011-07-29,2011-07-29,13270.1,13227.9,1.27405949663173,17035.114,16920.632,2.69721498746654,3765.014,1.42315549083481,17035.114,2.69721498746662,-3765.014,-1.42315549083489
2011-07-01,2011-10-27,2011-10-27,2011-09-29,13352.8,13271.8,2.43384689053499,17031.313,17035.114,-0.0892609023136356,3678.513,-2.52310779284862,17031.313,-0.0892609023139812,-3678.513,2.52310779284897
2011-10-01,2012-01-27,2012-01-27,2011-12-22,13422.4,13331.6,2.71511844591952,17222.583,17031.313,4.467158724586,3800.183,1.75204027866647,17222.583,4.46715872458583,-3800.183,-1.75204027866631
2012-01-01,2012-04-27,2012-04-27,2012-03-29,13502.4,13429,2.18035992901074,17367.01,17222.583,3.34037672751557,3864.61,1.16001679850483,17367.01,3.34037672751606,-3864.61,-1.16001679850532
2012-04-01,2012-07-27,2012-07-27,2012-07-27,13558,13506.4,1.5252527311708,17444.525,17367.01,1.78136650652925,3886.525,0.256113775358446,17444.525,1.78136650652903,-3886.525,-0.256113775358227
2012-07-01,2012-10-26,2012-10-26,2012-09-27,13616.2,13548.5,1.9937680935632,17469.65,17444.525,0.575697505945138,3853.45,-1.41807058761806,17469.65,0.575697505944817,-3853.45,1.41807058761839
2012-10-01,2013-01-30,2013-01-30,2012-12-20,13647.6,13652.5,-0.143589219163817,17489.852,17469.65,0.462294966300089,3842.252,0.605884185463906,17489.852,0.462294966300192,-3842.252,-0.605884185464009
2013-01-01,2013-04-26,2013-04-26,2013-03-28,13750.1,13665.4,2.47160239974635,17662.4,17489.852,3.9269037062063,3912.3,1.45530130645995,17662.4,3.92690370620628,-3912.3,-1.45530130645993
2013-04-01,2013-07-31,2013-07-31,2013-07-31,15648.7,15583.9,1.65980656057585,17709.671,17662.4,1.06911530605483,2060.971,-0.59069125452102,17709.671,1.06911530605487,-2060.971,0.59069125452098
2013-07-01,2013-11-07,2013-11-07,2013-09-26,15790.1,15679.7,2.80651171342272,17860.45,17709.671,3.3911586209991,2070.35,0.58464690757638,17860.45,3.39115862099888,-2070.35,-0.584646907576162
2013-10-01,2014-01-30,2014-01-30,2013-12-20,15965.6,15839.3,3.17688567241696,18016.147,17860.45,3.47185609530456,2050.547,0.294970422887594,18016.147,3.47185609530527,-2050.547,-0.294970422888305
2014-01-01,2014-04-30,2014-04-30,2014-03-27,15946.6,15942.3,0.107874527526866,17953.974,18016.147,-1.3827712598634,2007.374,-1.49064578739027,17953.974,-1.38277125986406,-2007.374,1.49064578739093
2014-04-01,2014-07-30,2014-07-30,2014-07-30,15985.7,15831.7,3.87212538020411,18185.911,17953.974,5.13427609165968,2200.211,1.26215071145557,18185.911,5.13427609165973,-2200.211,-1.26215071145562
2014-07-01,2014-10-30,2014-10-30,2014-09-26,16150.6,16010.4,3.48747584002653,18406.941,18185.911,4.83225933031202,2256.341,1.34478349028549,18406.941,4.83225933031264,-2256.341,-1.34478349028611
2014-10-01,2015-01-30,2015-01-30,2014-12-23,16311.6,16205.6,2.60785985184232,18500.031,18406.941,2.01783440617343,2188.431,-0.590025445668885,18500.031,2.01783440617334,-2188.431,0.590025445668976
2015-01-01,2015-04-29,2015-04-29,2015-03-27,16304.8,16294.7,0.247856570147686,18666.621,18500.031,3.58581915076992,2361.821,3.33796258062223,18666.621,3.58581915076996,-2361.821,-3.33796258062227
2015-04-01,2015-07-30,2015-07-30,2015-07-30,16270.4,16177.3,2.29539241260374,18782.243,18666.621,2.46997863301456,2511.843,0.17458622041082,18782.243,2.46997863301459,-2511.843,-0.174586220410853
2015-07-01,2015-10-29,2015-10-29,2015-09-25,16394.2,16333.6,1.48131116071432,18857.418,18782.243,1.59778484627612,2463.218,0.116473685561803,18857.418,1.59778484627608,-2463.218,-0.116473685561763
2015-10-01,2016-01-29,2016-01-29,2015-12-22,16442.3,16414,0.689061324578462,18892.206,18857.418,0.737236690842017,2449.906,0.0481753662635547,18892.206,0.737236690842025,-2449.906,-0.0481753662635627
2016-01-01,2016-04-28,2016-04-28,2016-03-25,16492.7,16470.6,0.536354146854691,19001.69,18892.206,2.31138660738864,2508.99,1.77503246053395,19001.69,2.3113866073885,-2508.99,-1.77503246053381
2016-04-01,2016-07-29,2016-07-29,2016-07-29,16575.1,16525,1.21087339939213,19062.709,19001.69,1.28243826506967,2487.609,0.0715648656775361,19062.709,1.28243826506917,-2487.609,-0.0715648656770396
2016-07-01,2016-10-28,2016-10-28,2016-09-29,16702.1,16583.1,2.86014221371129,19197.938,19062.709,2.82754367644154,2495.838,-0.0325985372697479,19197.938,2.82754367644173,-2495.838,0.0325985372695596
2016-10-01,2017-01-27,2017-01-27,2016-12-22,16804.8,16727,1.85615182260083,19304.352,19197.938,2.21107411448435,2499.552,0.354922291883516,19304.352,2.21107411448429,-2499.552,-0.354922291883458
2017-01-01,2017-04-28,2017-04-28,2017-03-30,16842.4,16813.3,0.691710640437483,19398.343,19304.352,1.9428349324145,2555.943,1.25112429197701,19398.343,1.94283493241443,-2555.943,-1.25112429197695
2017-04-01,2017-07-28,2017-07-28,2017-07-28,17010.7,16903.2,2.53584188289621,19506.949,19398.343,2.23324440519097,2496.249,-0.302597477705236,19506.949,2.23324440519121,-2496.249,0.302597477704999
2017-07-01,2017-10-27,2017-10-27,2017-10-27,17156.946,17031.085,2.94516097990012,19660.766,19506.949,3.14172610273914,2503.82,0.196565122839021,19660.766,3.14172610273928,-2503.82,-0.196565122839162
2017-10-01,2018-01-26,2018-01-26,2017-12-21,17272.468,17163.894,2.52231893181938,19882.352,19660.766,4.4829711077576,2609.884,1.96065217593822,19882.352,4.48297110775755,-2609.884,-1.96065217593817
2018-01-01,2018-04-27,2018-04-27,2018-03-28,17385.831,17286.497,2.29195505475066,20044.077,19882.352,3.24047781966771,2658.246,0.948522764917053,20044.077,3.24047781966783,-2658.246,-0.948522764917173
2018-04-01,2018-07-27,2018-07-27,2018-07-27,18507.2,18323.963,3.98007549852903,20150.476,20044.077,2.11768492150752,1643.276,-1.8623905770215,20150.476,2.11768492150739,-1643.276,1.86239057702164
2018-07-01,2018-10-26,2018-10-26,2018-09-27,18671.497,18511.576,3.4407481291065,20276.154,20150.476,2.48704193009014,1604.657,-0.953706199016354,20276.154,2.48704193009033,-1604.657,0.953706199016169
2018-10-01,2019-02-28,2019-02-28,2018-12-21,18784.632,18664.973,2.55616917111533,20304.874,20276.154,0.566175993273924,1520.242,-1.98999317784141,20304.874,0.566175993273532,-1520.242,1.9899931778418
2019-01-01,2019-04-26,2019-04-26,2019-03-28,18912.326,18765.256,3.12272155778048,20431.641,20304.874,2.48950916290677,1519.315,-0.633212394873708,20431.641,2.48950916290696,-1519.315,0.63321239487352
2019-04-01,2019-07-26,2019-07-26,2019-07-26,19023.82,18927.281,2.03502308359271,20602.275,20431.641,3.32671117315832,1578.455,1.29168808956561,20602.275,3.32671117315826,-1578.455,-1.29168808956555
2019-07-01,2019-10-30,2019-10-30,2019-09-26,19112.542,19021.86,1.90236985337457,20843.322,20602.275,4.65284103236362,1730.78,2.75047117898906,20843.322,4.65284103236385,-1730.78,-2.75047117898928
2019-10-01,2020-01-30,2020-01-30,2019-12-20,19219.767,19121.112,2.05848630080034,20985.448,20843.322,2.71825438722137,1765.681,0.659768086421032,20985.448,2.71825438722146,-1765.681,-0.659768086421118
2020-01-01,2020-04-29,2020-04-29,2020-03-26,18987.877,19221.97,-4.90126911821464,20709.212,20985.448,-5.30024788318593,1721.335,-0.398978764971296,20709.212,-5.30024788318642,-1721.335,0.398978764971781
2020-04-01,2020-07-30,2020-07-30,2020-07-30,17205.822,19010.848,-39.904779475676,19077.992,20709.212,-32.8172824161083,1872.17,7.0874970595677,19077.992,-32.8172824161079,-1872.17,-7.08749705956814
2020-07-01,2020-10-29,2020-10-29,2020-09-30,18583.984,17302.511,28.5793996128472,20558.879,19077.992,29.9029985449791,1974.895,1.32359893213192,20558.879,29.9029985449792,-1974.895,-1.323598932132
2020-10-01,2021-01-28,2021-01-28,2020-12-22,18780.325,18596.521,3.93410362440041,20791.917,20558.879,4.50855586281717,2011.592,0.574452238416757,20791.917,4.50855586281733,-2011.592,-0.574452238416916
2021-01-01,2021-04-29,2021-04-29,2021-03-25,19087.568,18794.426,6.19075862671762,21082.134,20791.917,5.54465861389564,1994.566,-0.646100012821973,21082.134,5.54465861389559,-1994.566,0.646100012822028
2021-04-01,2021-07-29,2021-07-29,2021-07-29,19358.176,19055.655,6.30038184753898,21440.929,21082.134,6.75028541670534,2082.753,0.449903569166354,21440.929,6.75028541670528,-2082.753,-0.449903569166295
2021-07-01,2021-10-28,2021-10-28,2021-09-30,19465.195,19368.31,1.99590948113209,21617.828,21440.929,3.28667165676761,2152.633,1.29076217563553,21617.828,3.28667165676748,-2152.633,-1.29076217563539
2021-10-01,2022-01-27,2022-01-27,2021-12-22,19805.962,19478.893,6.66061376100163,21988.737,21617.828,6.80480923588594,2182.775,0.144195474884315,21988.737,6.80480923588576,-2182.775,-0.144195474884132
2022-01-01,2022-04-28,2022-04-28,2022-03-30,19735.895,19806.29,-1.42420201347165,21932.71,21988.737,-1.02049516518182,2196.815,0.403706848289823,21932.71,-1.0204951651815,-2196.815,-0.403706848290147
2022-04-01,2022-07-28,2022-07-28,2022-06-29,19681.682,19727.918,-0.938573773165339,21967.045,21932.71,0.625698380341202,2285.363,1.56427215350654,21967.045,0.625698380341078,-2285.363,-1.56427215350642
2022-07-01,2022-10-27,2022-10-27,2022-09-29,20021.721,19895.271,2.53426757171185,22125.625,21967.045,2.87722533011727,2103.904,0.342957758405424,22125.625,2.87722533011703,-2103.904,-0.342957758405179
2022-10-01,2023-01-26,2023-01-26,2022-12-22,20198.091,20054.663,2.85055987981499,22278.345,22125.625,2.75147654012935,2080.254,-0.099083339685643,22278.345,2.75147654012926,-2080.254,0.0990833396857305
2023-01-01,2023-04-27,2023-04-27,2023-03-30,20235.878,20182.491,1.05668847840172,22439.607,22278.345,2.88497467969894,2203.729,1.82828620129722,22439.607,2.88497467969933,-2203.729,-1.82828620129761
2023-04-01,2023-07-27,2023-07-27,2023-06-29,20404.088,20282.76,2.38560351748345,22580.499,22439.607,2.50363621920633,2176.411,0.11803270172288,22580.499,2.50363621920613,-2176.411,-0.118032701722679
2023-07-01,2023-10-26,2023-10-26,2023-09-28,22491.567,22225.35,4.76276385913365,22840.989,22580.499,4.58801095843652,349.422000000002,-0.174752900697121,22840.989,4.58801095843668,-349.422000000002,0.174752900696966
2023-10-01,2024-01-25,2024-01-25,2023-12-21,22672.859,22490.692,3.2268142583691,23033.78,22840.989,3.36205961058777,360.920999999998,0.135245352218666,23033.78,3.36205961058766,-360.920999999998,-0.135245352218559
2024-01-01,2024-04-25,2024-04-25,2024-03-28,22768.866,22679.255,1.57737858736364,23082.119,23033.78,0.838565765858228,313.252999999997,-0.73881282150541,23082.119,0.838565765857879,-313.252999999997,0.738812821505759
2024-04-01,2024-07-25,2024-07-25,2024-06-27,22918.739,22758.752,2.80203926667765,23286.508,23082.119,3.52635541709444,367.769,0.724316150416783,23286.508,3.52635541709461,-367.769,-0.724316150416956
2024-07-01,2024-10-30,2024-10-30,2024-09-26,23386.248,23223.906,2.78639124801721,23478.57,23286.508,3.28558125961934,92.3220000000001,0.499190011602129,23478.57,3.28558125961962,-92.3220000000001,-0.499190011602409
2024-10-01,2025-01-30,2025-01-30,2024-12-19,23530.909,23400.294,2.22649885600482,23586.542,23478.57,1.83528197133259,55.6330000000016,-0.391216884672228,23586.542,1.83528197133214,-55.6330000000016,0.391216884672682
2025-01-01,2025-04-30,2025-04-30,2025-03-27,23526.085,23542.349,-0.276431557460234,23548.21,23586.542,-0.650594422569098,22.125,-0.374162865108865,23548.21,-0.650594422568673,-22.125,0.374162865108439
2025-04-01,2025-07-30,2025-07-30,2025-06-26,23685.287,23512.717,2.92505198326611,23770.976,23548.21,3.76621264318267,85.6889999999985,0.841160659916559,23770.976,3.7662126431826,-85.6889999999985,-0.841160659916485
2025-07-01,2025-12-23,2025-12-23,2025-09-25,24024.957,23770.976,4.25112974537698,24026.834,23770.976,4.28237936104197,1.87700000000041,0.0312496156649926,24026.834,4.28237936104168,-1.87700000000041,-0.0312496156646986
2025-10-01,2026-02-20,2026-02-20,2026-01-22,24111.83,24026.834,1.4125209345349,24055.749,24026.834,0.481089021121258,-56.0810000000019,-0.93143191341364,24055.749,0.481089021121761,56.0810000000019,0.931431913413137
2026-01-01,2026-04-30,2026-04-30,2026-04-09,24174.527,24055.749,1.97018553460231,24180.419,24055.749,2.06766470505428,5.89200000000346,0.0974791704519797,24180.419,2.06766470505428,-5.89200000000346,-0.0974791704519749
2026-04-01,2026-07-30,2026-07-30,2026-06-25,24270.599,24180.419,1.48901068104485,24270.599,24180.419,1.48901068104485,0,0,24270.599,1.48901068104479,0,6.30606677987089e-14
